Country Name,Country Code,Series Name,Series Code,2022 [YR2022],2023 [YR2023]
Jamaica,JAM,"Population, male",SP.POP.TOTL.MA.IN,1404988,1404742
Jamaica,JAM,"Population, female",SP.POP.TOTL.FE.IN,1434156,1435044
Japan,JPN,"Population ages 0-14, male",SP.POP.0014.MA.IN,7621805,7448559
Japan,JPN,"Population ages 0-14, female",SP.POP.0014.FE.IN,7216688,7056747
Japan,JPN,"Population ages 15-64, male",SP.POP.1564.MA.IN,37288474,37139294
Japan,JPN,"Population ages 15-64, female",SP.POP.1564.FE.IN,36207963,36062674
Japan,JPN,"Population ages 80 and above, female",SP.POP.80UP.FE,7867011,8057108
Japan,JPN,"Population ages 80 and above, male",SP.POP.80UP.MA,4645952,4793479
Japan,JPN,"Population, male",SP.POP.TOTL.MA.IN,61088674,60771087
Japan,JPN,"Population, female",SP.POP.TOTL.FE.IN,64036315,63745563
Jordan,JOR,"Population ages 0-14, male",SP.POP.0014.MA.IN,1822694,1818630
Jordan,JOR,"Population ages 0-14, female",SP.POP.0014.FE.IN,1762771,1753405
Jordan,JOR,"Population ages 15-64, male",SP.POP.1564.MA.IN,3762550,3844192
Jordan,JOR,"Population ages 15-64, female",SP.POP.1564.FE.IN,3442004,3528548
Jordan,JOR,"Population ages 80 and above, female",SP.POP.80UP.FE,39324,41744
Jordan,JOR,"Population ages 80 and above, male",SP.POP.80UP.MA,27440,29078
Jordan,JOR,"Population, male",SP.POP.TOTL.MA.IN,5812290,5903251
Jordan,JOR,"Population, female",SP.POP.TOTL.FE.IN,5443973,5535962
Kazakhstan,KAZ,"Population ages 0-14, male",SP.POP.0014.MA.IN,3029466,3066273
Kazakhstan,KAZ,"Population ages 0-14, female",SP.POP.0014.FE.IN,2906093,2939054
Kazakhstan,KAZ,"Population ages 15-64, male",SP.POP.1564.MA.IN,6145717,6220199
Kazakhstan,KAZ,"Population ages 15-64, female",SP.POP.1564.FE.IN,6353487,6415519
Kazakhstan,KAZ,"Population ages 80 and above, female",SP.POP.80UP.FE,218626,214034
Kazakhstan,KAZ,"Population ages 80 and above, male",SP.POP.80UP.MA,71100,68596
Kazakhstan,KAZ,"Population, male",SP.POP.TOTL.MA.IN,9748452,9897043
Kazakhstan,KAZ,"Population, female",SP.POP.TOTL.FE.IN,10286157,10433061
Kenya,KEN,"Population ages 0-14, male",SP.POP.0014.MA.IN,10394058,10431069
Kenya,KEN,"Population ages 0-14, female",SP.POP.0014.FE.IN,10260529,10291799
Kenya,KEN,"Population ages 15-64, male",SP.POP.1564.MA.IN,15917360,16389481
Kenya,KEN,"Population ages 15-64, female",SP.POP.1564.FE.IN,16126766,16614458
Kenya,KEN,"Population ages 80 and above, female",SP.POP.80UP.FE,186074,184587
Kenya,KEN,"Population ages 80 and above, male",SP.POP.80UP.MA,95968,95275
Kenya,KEN,"Population, male",SP.POP.TOTL.MA.IN,26980543,27517012
Kenya,KEN,"Population, female",SP.POP.TOTL.FE.IN,27271918,27821991
Kiribati,KIR,"Population ages 0-14, male",SP.POP.0014.MA.IN,23090,23424
Kiribati,KIR,"Population ages 0-14, female",SP.POP.0014.FE.IN,22679,22867
Kiribati,KIR,"Population ages 15-64, male",SP.POP.1564.MA.IN,38045,38708
Kiribati,KIR,"Population ages 15-64, female",SP.POP.1564.FE.IN,41416,42072
Kiribati,KIR,"Population ages 80 and above, female",SP.POP.80UP.FE,448,468
Kiribati,KIR,"Population ages 80 and above, male",SP.POP.80UP.MA,199,213
Kiribati,KIR,"Population, male",SP.POP.TOTL.MA.IN,63132,64231
Kiribati,KIR,"Population, female",SP.POP.TOTL.FE.IN,67337,68299
"Korea, Dem. People's Rep.",PRK,"Population ages 0-14, male",SP.POP.0014.MA.IN,2569822,2572943
"Korea, Dem. People's Rep.",PRK,"Population ages 0-14, female",SP.POP.0014.FE.IN,2438931,2441396
"Korea, Dem. People's Rep.",PRK,"Population ages 15-64, male",SP.POP.1564.MA.IN,9177766,9160329
"Korea, Dem. People's Rep.",PRK,"Population ages 15-64, female",SP.POP.1564.FE.IN,9090010,9065797
"Korea, Dem. People's Rep.",PRK,"Population ages 80 and above, female",SP.POP.80UP.FE,425610,438846
"Korea, Dem. People's Rep.",PRK,"Population ages 80 and above, male",SP.POP.80UP.MA,186087,197339
"Korea, Dem. People's Rep.",PRK,"Population, male",SP.POP.TOTL.MA.IN,13002441,13058006
"Korea, Dem. People's Rep.",PRK,"Population, female",SP.POP.TOTL.FE.IN,13326404,13360198
"Korea, Rep.",KOR,"Population ages 0-14, male",SP.POP.0014.MA.IN,3028756,2912580
"Korea, Rep.",KOR,"Population ages 0-14, female",SP.POP.0014.FE.IN,2869285,2760717
"Korea, Rep.",KOR,"Population ages 15-64, male",SP.POP.1564.MA.IN,18836775,18768940
"Korea, Rep.",KOR,"Population ages 15-64, female",SP.POP.1564.FE.IN,17902988,17788862
"Korea, Rep.",KOR,"Population ages 80 and above, female",SP.POP.80UP.FE,1477150,1556470
"Korea, Rep.",KOR,"Population ages 80 and above, male",SP.POP.80UP.MA,731950,780113
"Korea, Rep.",KOR,"Population, male",SP.POP.TOTL.MA.IN,25785791,25813829
"Korea, Rep.",KOR,"Population, female",SP.POP.TOTL.FE.IN,25886778,25898790
Kosovo,XKX,"Population ages 0-14, male",SP.POP.0014.MA.IN,199672,194624
Kosovo,XKX,"Population ages 0-14, female",SP.POP.0014.FE.IN,184853,179382
Kosovo,XKX,"Population ages 15-64, male",SP.POP.1564.MA.IN,599240,595868
Kosovo,XKX,"Population ages 15-64, female",SP.POP.1564.FE.IN,620973,617111
Kosovo,XKX,"Population ages 80 and above, female",SP.POP.80UP.FE,17003,17914
Kosovo,XKX,"Population ages 80 and above, male",SP.POP.80UP.MA,10550,11063
Kosovo,XKX,"Population, male",SP.POP.TOTL.MA.IN,869746,863921
Kosovo,XKX,"Population, female",SP.POP.TOTL.FE.IN,898350,892445
Kuwait,KWT,"Population ages 0-14, male",SP.POP.0014.MA.IN,450889,461773
Kuwait,KWT,"Population ages 0-14, female",SP.POP.0014.FE.IN,431053,441101
Kuwait,KWT,"Population ages 15-64, male",SP.POP.1564.MA.IN,2286295,2430501
Kuwait,KWT,"Population ages 15-64, female",SP.POP.1564.FE.IN,1295348,1376736
Kuwait,KWT,"Population ages 80 and above, female",SP.POP.80UP.FE,8843,9413
Kuwait,KWT,"Population ages 80 and above, male",SP.POP.80UP.MA,7383,7858
Kuwait,KWT,"Population, male",SP.POP.TOTL.MA.IN,2802181,2968226
Kuwait,KWT,"Population, female",SP.POP.TOTL.FE.IN,1787462,1885194
Kyrgyz Republic,KGZ,"Population ages 0-14, male",SP.POP.0014.MA.IN,1179781,1191409
Kyrgyz Republic,KGZ,"Population ages 0-14, female",SP.POP.0014.FE.IN,1116608,1128198
Kyrgyz Republic,KGZ,"Population ages 15-64, male",SP.POP.1564.MA.IN,2119634,2160198
Kyrgyz Republic,KGZ,"Population ages 15-64, female",SP.POP.1564.FE.IN,2196530,2234639
Kyrgyz Republic,KGZ,"Population ages 80 and above, female",SP.POP.80UP.FE,34049,32254
Kyrgyz Republic,KGZ,"Population ages 80 and above, male",SP.POP.80UP.MA,18620,17485
Kyrgyz Republic,KGZ,"Population, male",SP.POP.TOTL.MA.IN,3449173,3510290
Kyrgyz Republic,KGZ,"Population, female",SP.POP.TOTL.FE.IN,3526047,3589460
Lao PDR,LAO,"Population ages 0-14, male",SP.POP.0014.MA.IN,1190901,1193957
Lao PDR,LAO,"Population ages 0-14, female",SP.POP.0014.FE.IN,1146110,1148287
Lao PDR,LAO,"Population ages 15-64, male",SP.POP.1564.MA.IN,2455014,2498430
Lao PDR,LAO,"Population ages 15-64, female",SP.POP.1564.FE.IN,2433092,2476676
Lao PDR,LAO,"Population ages 80 and above, female",SP.POP.80UP.FE,25675,26014
Lao PDR,LAO,"Population ages 80 and above, male",SP.POP.80UP.MA,17808,17845
Lao PDR,LAO,"Population, male",SP.POP.TOTL.MA.IN,3799149,3851871
Lao PDR,LAO,"Population, female",SP.POP.TOTL.FE.IN,3759858,3813122
Late-demographic dividend,LTE,"Population ages 0-14, male",SP.POP.0014.MA.IN,223923590,218800425
Late-demographic dividend,LTE,"Population ages 0-14, female",SP.POP.0014.FE.IN,202467977,198217783
Late-demographic dividend,LTE,"Population ages 15-64, male",SP.POP.1564.MA.IN,813530825,814588517
Late-demographic dividend,LTE,"Population ages 15-64, female",SP.POP.1564.FE.IN,783610377,783186106
Late-demographic dividend,LTE,"Population ages 80 and above, female",SP.POP.80UP.FE,34984455,35588421
Late-demographic dividend,LTE,"Population ages 80 and above, male",SP.POP.80UP.MA,20286615,20575539
Late-demographic dividend,LTE,"Population, male",SP.POP.TOTL.MA.IN,1168629784,1169371901
Late-demographic dividend,LTE,"Population, female",SP.POP.TOTL.FE.IN,1155442322,1157286146
Latin America & Caribbean,LCN,"Population ages 0-14, male",SP.POP.0014.MA.IN,77389791,76719835
Latin America & Caribbean,LCN,"Population ages 0-14, female",SP.POP.0014.FE.IN,74362452,73716789
Latin America & Caribbean,LCN,"Population ages 15-64, male",SP.POP.1564.MA.IN,217621019,219432515
Latin America & Caribbean,LCN,"Population ages 15-64, female",SP.POP.1564.FE.IN,223333601,225080766
Latin America & Caribbean,LCN,"Population ages 80 and above, female",SP.POP.80UP.FE,7008967,7240127
Latin America & Caribbean,LCN,"Population ages 80 and above, male",SP.POP.80UP.MA,4511199,4663664
Latin America & Caribbean,LCN,"Population, male",SP.POP.TOTL.MA.IN,321606688,323738764
Latin America & Caribbean,LCN,"Population, female",SP.POP.TOTL.FE.IN,331498083,333872860
Latin America & Caribbean (excluding high income),LAC,"Population ages 0-14, male",SP.POP.0014.MA.IN,70251032,69707629
Latin America & Caribbean (excluding high income),LAC,"Population ages 0-14, female",SP.POP.0014.FE.IN,67556396,67031704
Latin America & Caribbean (excluding high income),LAC,"Population ages 15-64, male",SP.POP.1564.MA.IN,197125208,198809203
Latin America & Caribbean (excluding high income),LAC,"Population ages 15-64, female",SP.POP.1564.FE.IN,202614662,204247813
Latin America & Caribbean (excluding high income),LAC,"Population ages 80 and above, female",SP.POP.80UP.FE,6059187,6261034
Latin America & Caribbean (excluding high income),LAC,"Population ages 80 and above, male",SP.POP.80UP.MA,3934500,4067060
Latin America & Caribbean (excluding high income),LAC,"Population, male",SP.POP.TOTL.MA.IN,290821005,292841821
Latin America & Caribbean (excluding high income),LAC,"Population, female",SP.POP.TOTL.FE.IN,299909582,302153247
Latin America & the Caribbean (IDA & IBRD countries),TLA,"Population ages 0-14, male",SP.POP.0014.MA.IN,76203527,75553938
Latin America & the Caribbean (IDA & IBRD countries),TLA,"Population ages 0-14, female",SP.POP.0014.FE.IN,73244332,72618924
Latin America & the Caribbean (IDA & IBRD countries),TLA,"Population ages 15-64, male",SP.POP.1564.MA.IN,212525283,214360893
Latin America & the Caribbean (IDA & IBRD countries),TLA,"Population ages 15-64, female",SP.POP.1564.FE.IN,218122014,219900633
Latin America & the Caribbean (IDA & IBRD countries),TLA,"Population ages 80 and above, female",SP.POP.80UP.FE,6626594,6840845
Latin America & the Caribbean (IDA & IBRD countries),TLA,"Population ages 80 and above, male",SP.POP.80UP.MA,4247375,4390431
Latin America & the Caribbean (IDA & IBRD countries),TLA,"Population, male",SP.POP.TOTL.MA.IN,314153040,316315368
Latin America & the Caribbean (IDA & IBRD countries),TLA,"Population, female",SP.POP.TOTL.FE.IN,323684775,326082571
Latvia,LVA,"Population ages 0-14, male",SP.POP.0014.MA.IN,154475,152170
Latvia,LVA,"Population ages 0-14, female",SP.POP.0014.FE.IN,144835,142439
Latvia,LVA,"Population ages 15-64, male",SP.POP.1564.MA.IN,582888,582142
Latvia,LVA,"Population ages 15-64, female",SP.POP.1564.FE.IN,602293,600195
Latvia,LVA,"Population ages 80 and above, female",SP.POP.80UP.FE,85773,86442
Latvia,LVA,"Population ages 80 and above, male",SP.POP.80UP.MA,29288,29390
Latvia,LVA,"Population, male",SP.POP.TOTL.MA.IN,869801,869612
Latvia,LVA,"Population, female",SP.POP.TOTL.FE.IN,1009582,1007833
Least developed countries: UN classification,LDC,"Population ages 0-14, male",SP.POP.0014.MA.IN,225572792,229273066
Least developed countries: UN classification,LDC,"Population ages 0-14, female",SP.POP.0014.FE.IN,218874616,222464640
Least developed countries: UN classification,LDC,"Population ages 15-64, male",SP.POP.1564.MA.IN,319232372,327762984
Least developed countries: UN classification,LDC,"Population ages 15-64, female",SP.POP.1564.FE.IN,329208293,338023252
Least developed countries: UN classification,LDC,"Population ages 80 and above, female",SP.POP.80UP.FE,3280219,3436666
Least developed countries: UN classification,LDC,"Population ages 80 and above, male",SP.POP.80UP.MA,2229515,2342585
Least developed countries: UN classification,LDC,"Population, male",SP.POP.TOTL.MA.IN,563667320,576618223
Least developed countries: UN classification,LDC,"Population, female",SP.POP.TOTL.FE.IN,571144589,584437322
Lebanon,LBN,"Population ages 0-14, male",SP.POP.0014.MA.IN,801462,791273
Lebanon,LBN,"Population ages 0-14, female",SP.POP.0014.FE.IN,760199,751164
Lebanon,LBN,"Population ages 15-64, male",SP.POP.1564.MA.IN,1748784,1765882
Lebanon,LBN,"Population ages 15-64, female",SP.POP.1564.FE.IN,1887544,1897962
Lebanon,LBN,"Population ages 80 and above, female",SP.POP.80UP.FE,68100,69763
Lebanon,LBN,"Population ages 80 and above, male",SP.POP.80UP.MA,35473,36119
Lebanon,LBN,"Population, male",SP.POP.TOTL.MA.IN,2791093,2806602
Lebanon,LBN,"Population, female",SP.POP.TOTL.FE.IN,2953396,2966891
Lesotho,LSO,"Population ages 0-14, male",SP.POP.0014.MA.IN,405510,405808
Lesotho,LSO,"Population ages 0-14, female",SP.POP.0014.FE.IN,401412,401441
Lesotho,LSO,"Population ages 15-64, male",SP.POP.1564.MA.IN,676978,688785
Lesotho,LSO,"Population ages 15-64, female",SP.POP.1564.FE.IN,715498,726981
Lesotho,LSO,"Population ages 80 and above, female",SP.POP.80UP.FE,10748,10753
Lesotho,LSO,"Population ages 80 and above, male",SP.POP.80UP.MA,4810,4692
Lesotho,LSO,"Population, male",SP.POP.TOTL.MA.IN,1112982,1125727
Lesotho,LSO,"Population, female",SP.POP.TOTL.FE.IN,1173128,1185745
Liberia,LBR,"Population ages 0-14, male",SP.POP.0014.MA.IN,1101157,1112204
Liberia,LBR,"Population ages 0-14, female",SP.POP.0014.FE.IN,1074173,1084831
Liberia,LBR,"Population ages 15-64, male",SP.POP.1564.MA.IN,1499059,1546247
Liberia,LBR,"Population ages 15-64, female",SP.POP.1564.FE.IN,1524136,1569712
Liberia,LBR,"Population ages 80 and above, female",SP.POP.80UP.FE,10595,11010
Liberia,LBR,"Population ages 80 and above, male",SP.POP.80UP.MA,9267,9621
Liberia,LBR,"Population, male",SP.POP.TOTL.MA.IN,2680814,2741343
Liberia,LBR,"Population, female",SP.POP.TOTL.FE.IN,2692480,2751688
Libya,LBY,"Population ages 0-14, male",SP.POP.0014.MA.IN,1057324,1048574
Libya,LBY,"Population ages 0-14, female",SP.POP.0014.FE.IN,1002198,994175
Libya,LBY,"Population ages 15-64, male",SP.POP.1564.MA.IN,2459050,2502733
Libya,LBY,"Population ages 15-64, female",SP.POP.1564.FE.IN,2362199,2403798
Libya,LBY,"Population ages 80 and above, female",SP.POP.80UP.FE,33720,34631
Libya,LBY,"Population ages 80 and above, male",SP.POP.80UP.MA,26308,27510
Libya,LBY,"Population, male",SP.POP.TOTL.MA.IN,3673880,3714641
Libya,LBY,"Population, female",SP.POP.TOTL.FE.IN,3549925,3591018
Liechtenstein,LIE,"Population ages 0-14, male",SP.POP.0014.MA.IN,3009,3021
Liechtenstein,LIE,"Population ages 0-14, female",SP.POP.0014.FE.IN,2680,2697
Liechtenstein,LIE,"Population ages 15-64, male",SP.POP.1564.MA.IN,12979,13021
Liechtenstein,LIE,"Population ages 15-64, female",SP.POP.1564.FE.IN,13073,13077
Liechtenstein,LIE,"Population ages 80 and above, female",SP.POP.80UP.FE,1090,1152
Liechtenstein,LIE,"Population ages 80 and above, male",SP.POP.80UP.MA,692,754
Liechtenstein,LIE,"Population, male",SP.POP.TOTL.MA.IN,19607,19792
Liechtenstein,LIE,"Population, female",SP.POP.TOTL.FE.IN,19886,20058
Lithuania,LTU,"Population ages 0-14, male",SP.POP.0014.MA.IN,218632,219253
Lithuania,LTU,"Population ages 0-14, female",SP.POP.0014.FE.IN,207501,208245
Lithuania,LTU,"Population ages 15-64, male",SP.POP.1564.MA.IN,923125,939557
Lithuania,LTU,"Population ages 15-64, female",SP.POP.1564.FE.IN,919996,934343
Lithuania,LTU,"Population ages 80 and above, female",SP.POP.80UP.FE,121534,121764
Lithuania,LTU,"Population ages 80 and above, male",SP.POP.80UP.MA,44396,44219
Lithuania,LTU,"Population, male",SP.POP.TOTL.MA.IN,1333125,1354049
Lithuania,LTU,"Population, female",SP.POP.TOTL.FE.IN,1498514,1517536
Low & middle income,LMY,"Population ages 0-14, male",SP.POP.0014.MA.IN,923917954,921473517
Low & middle income,LMY,"Population ages 0-14, female",SP.POP.0014.FE.IN,869244829,867919502
Low & middle income,LMY,"Population ages 15-64, male",SP.POP.1564.MA.IN,2159729304,2184606461
Low & middle income,LMY,"Population ages 15-64, female",SP.POP.1564.FE.IN,2103047391,2126647568
Low & middle income,LMY,"Population ages 80 and above, female",SP.POP.80UP.FE,51694474,53078243
Low & middle income,LMY,"Population ages 80 and above, male",SP.POP.80UP.MA,32857208,33697675
Low & middle income,LMY,"Population, male",SP.POP.TOTL.MA.IN,3314105898,3345347233
Low & middle income,LMY,"Population, female",SP.POP.TOTL.FE.IN,3254626036,3287762401
Low income,LIC,"Population ages 0-14, male",SP.POP.0014.MA.IN,151579201,154562710
Low income,LIC,"Population ages 0-14, female",SP.POP.0014.FE.IN,147867400,150753703
Low income,LIC,"Population ages 15-64, male",SP.POP.1564.MA.IN,195577368,201986258
Low income,LIC,"Population ages 15-64, female",SP.POP.1564.FE.IN,198905093,205331278
Low income,LIC,"Population ages 80 and above, female",SP.POP.80UP.FE,1868733,1939409
Low income,LIC,"Population ages 80 and above, male",SP.POP.80UP.MA,1144221,1193747
Low income,LIC,"Population, male",SP.POP.TOTL.MA.IN,357217926,367006613
Low income,LIC,"Population, female",SP.POP.TOTL.FE.IN,359647857,369459782
Lower middle income,LMC,"Population ages 0-14, male",SP.POP.0014.MA.IN,473670621,473806688
Lower middle income,LMC,"Population ages 0-14, female",SP.POP.0014.FE.IN,446966030,447394726
Lower middle income,LMC,"Population ages 15-64, male",SP.POP.1564.MA.IN,990449907,1005863612
Lower middle income,LMC,"Population ages 15-64, female",SP.POP.1564.FE.IN,958206457,973587424
Lower middle income,LMC,"Population ages 80 and above, female",SP.POP.80UP.FE,14758650,15273063
Lower middle income,LMC,"Population ages 80 and above, male",SP.POP.80UP.MA,10091216,10493609
Lower middle income,LMC,"Population, male",SP.POP.TOTL.MA.IN,1543300502,1562258417
Lower middle income,LMC,"Population, female",SP.POP.TOTL.FE.IN,1497903215,1517520363
Luxembourg,LUX,"Population ages 0-14, male",SP.POP.0014.MA.IN,52990,53879
Luxembourg,LUX,"Population ages 0-14, female",SP.POP.0014.FE.IN,50715,51550
Luxembourg,LUX,"Population ages 15-64, male",SP.POP.1564.MA.IN,231676,235446
Luxembourg,LUX,"Population ages 15-64, female",SP.POP.1564.FE.IN,220786,224883
Luxembourg,LUX,"Population ages 80 and above, female",SP.POP.80UP.FE,16069,16385
Luxembourg,LUX,"Population ages 80 and above, male",SP.POP.80UP.MA,9831,10214
Luxembourg,LUX,"Population, male",SP.POP.TOTL.MA.IN,328782,335347
Luxembourg,LUX,"Population, female",SP.POP.TOTL.FE.IN,324321,331083
"Macao SAR, China",MAC,"Population ages 0-14, male",SP.POP.0014.MA.IN,49400,48992
"Macao SAR, China",MAC,"Population ages 0-14, female",SP.POP.0014.FE.IN,47289,46681
"Macao SAR, China",MAC,"Population ages 15-64, male",SP.POP.1564.MA.IN,222352,220187
"Macao SAR, China",MAC,"Population ages 15-64, female",SP.POP.1564.FE.IN,271957,271441
"Macao SAR, China",MAC,"Population ages 80 and above, female",SP.POP.80UP.FE,7729,7387
"Macao SAR, China",MAC,"Population ages 80 and above, male",SP.POP.80UP.MA,5177,5217
"Macao SAR, China",MAC,"Population, male",SP.POP.TOTL.MA.IN,313254,313119
"Macao SAR, China",MAC,"Population, female",SP.POP.TOTL.FE.IN,364046,365681
Madagascar,MDG,"Population ages 0-14, male",SP.POP.0014.MA.IN,6145606,6253129
Madagascar,MDG,"Population ages 0-14, female",SP.POP.0014.FE.IN,5988553,6091767
Madagascar,MDG,"Population ages 15-64, male",SP.POP.1564.MA.IN,8659830,8910625
Madagascar,MDG,"Population ages 15-64, female",SP.POP.1564.FE.IN,8648696,8899976
Madagascar,MDG,"Population ages 80 and above, female",SP.POP.80UP.FE,64504,66161
Madagascar,MDG,"Population ages 80 and above, male",SP.POP.80UP.MA,48394,49200
Madagascar,MDG,"Population, male",SP.POP.TOTL.MA.IN,15266903,15646930
Madagascar,MDG,"Population, female",SP.POP.TOTL.FE.IN,15170358,15549002
Malawi,MWI,"Population ages 0-14, male",SP.POP.0014.MA.IN,4308085,4357784
Malawi,MWI,"Population ages 0-14, female",SP.POP.0014.FE.IN,4317088,4361761
Malawi,MWI,"Population ages 15-64, male",SP.POP.1564.MA.IN,5501290,5711959
Malawi,MWI,"Population ages 15-64, female",SP.POP.1564.FE.IN,5904759,6125830
Malawi,MWI,"Population ages 80 and above, female",SP.POP.80UP.FE,62331,63532
Malawi,MWI,"Population ages 80 and above, male",SP.POP.80UP.MA,32572,32971
Malawi,MWI,"Population, male",SP.POP.TOTL.MA.IN,10030976,10295096
Malawi,MWI,"Population, female",SP.POP.TOTL.FE.IN,10537752,10809386
Malaysia,MYS,"Population ages 0-14, male",SP.POP.0014.MA.IN,4093786,4043127
Malaysia,MYS,"Population ages 0-14, female",SP.POP.0014.FE.IN,3828469,3785820
Malaysia,MYS,"Population ages 15-64, male",SP.POP.1564.MA.IN,12910180,13108169
Malaysia,MYS,"Population ages 15-64, female",SP.POP.1564.FE.IN,11369965,11571862
Malaysia,MYS,"Population ages 80 and above, female",SP.POP.80UP.FE,216485,227149
Malaysia,MYS,"Population ages 80 and above, male",SP.POP.80UP.MA,170637,179168
Malaysia,MYS,"Population, male",SP.POP.TOTL.MA.IN,18204478,18410069
Malaysia,MYS,"Population, female",SP.POP.TOTL.FE.IN,16491015,16716229
Maldives,MDV,"Population ages 0-14, male",SP.POP.0014.MA.IN,57099,56230
Maldives,MDV,"Population ages 0-14, female",SP.POP.0014.FE.IN,49726,49226
Maldives,MDV,"Population ages 15-64, male",SP.POP.1564.MA.IN,257783,258371
Maldives,MDV,"Population ages 15-64, female",SP.POP.1564.FE.IN,138106,139312
Maldives,MDV,"Population ages 80 and above, female",SP.POP.80UP.FE,1927,2031
Maldives,MDV,"Population ages 80 and above, male",SP.POP.80UP.MA,1995,2076
Maldives,MDV,"Population, male",SP.POP.TOTL.MA.IN,326186,326618
Maldives,MDV,"Population, female",SP.POP.TOTL.FE.IN,197920,199376
Mali,MLI,"Population ages 0-14, male",SP.POP.0014.MA.IN,5453369,5583003
Mali,MLI,"Population ages 0-14, female",SP.POP.0014.FE.IN,5333107,5460181
Mali,MLI,"Population ages 15-64, male",SP.POP.1564.MA.IN,5935067,6149947
Mali,MLI,"Population ages 15-64, female",SP.POP.1564.FE.IN,5791306,6004274
Mali,MLI,"Population ages 80 and above, female",SP.POP.80UP.FE,32879,34494
Mali,MLI,"Population ages 80 and above, male",SP.POP.80UP.MA,24682,25657
Mali,MLI,"Population, male",SP.POP.TOTL.MA.IN,11644587,11994667
Mali,MLI,"Population, female",SP.POP.TOTL.FE.IN,11428053,11774460
Malta,MLT,"Population ages 0-14, male",SP.POP.0014.MA.IN,36373,37628
Malta,MLT,"Population ages 0-14, female",SP.POP.0014.FE.IN,33848,35068
Malta,MLT,"Population ages 15-64, male",SP.POP.1564.MA.IN,192249,198705
Malta,MLT,"Population ages 15-64, female",SP.POP.1564.FE.IN,166543,171901
Malta,MLT,"Population ages 80 and above, female",SP.POP.80UP.FE,14069,15130
Malta,MLT,"Population ages 80 and above, male",SP.POP.80UP.MA,8735,9392
Malta,MLT,"Population, male",SP.POP.TOTL.MA.IN,275913,286837
Malta,MLT,"Population, female",SP.POP.TOTL.FE.IN,255598,265910
Marshall Islands,MHL,"Population ages 0-14, male",SP.POP.0014.MA.IN,7169,6953
Marshall Islands,MHL,"Population ages 0-14, female",SP.POP.0014.FE.IN,6705,6522
Marshall Islands,MHL,"Population ages 15-64, male",SP.POP.1564.MA.IN,12540,12103
Marshall Islands,MHL,"Population ages 15-64, female",SP.POP.1564.FE.IN,12015,11547
Marshall Islands,MHL,"Population ages 80 and above, female",SP.POP.80UP.FE,79,78
Marshall Islands,MHL,"Population ages 80 and above, male",SP.POP.80UP.MA,45,42
Marshall Islands,MHL,"Population, male",SP.POP.TOTL.MA.IN,20539,19903
Marshall Islands,MHL,"Population, female",SP.POP.TOTL.FE.IN,19538,18924
Mauritania,MRT,"Population ages 0-14, male",SP.POP.0014.MA.IN,1069492,1094069
Mauritania,MRT,"Population ages 0-14, female",SP.POP.0014.FE.IN,1044210,1067393
Mauritania,MRT,"Population ages 15-64, male",SP.POP.1564.MA.IN,1246595,1293787
Mauritania,MRT,"Population ages 15-64, female",SP.POP.1564.FE.IN,1358905,1405705
Mauritania,MRT,"Population ages 80 and above, female",SP.POP.80UP.FE,12408,12604
Mauritania,MRT,"Population ages 80 and above, male",SP.POP.80UP.MA,9506,9533
Mauritania,MRT,"Population, male",SP.POP.TOTL.MA.IN,2388274,2461966
Mauritania,MRT,"Population, female",SP.POP.TOTL.FE.IN,2487363,2560475
Mauritius,MUS,"Population ages 0-14, male",SP.POP.0014.MA.IN,96146,94021
Mauritius,MUS,"Population ages 0-14, female",SP.POP.0014.FE.IN,99236,96702
Mauritius,MUS,"Population ages 15-64, male",SP.POP.1564.MA.IN,465039,462274
Mauritius,MUS,"Population ages 15-64, female",SP.POP.1564.FE.IN,445602,444845
Mauritius,MUS,"Population ages 80 and above, female",SP.POP.80UP.FE,15307,15713
Mauritius,MUS,"Population ages 80 and above, male",SP.POP.80UP.MA,9936,10272
Mauritius,MUS,"Population, male",SP.POP.TOTL.MA.IN,632186,630308
Mauritius,MUS,"Population, female",SP.POP.TOTL.FE.IN,630337,630733
Mexico,MEX,"Population ages 0-14, male",SP.POP.0014.MA.IN,16560379,16446938
Mexico,MEX,"Population ages 0-14, female",SP.POP.0014.FE.IN,15993300,15881579
Mexico,MEX,"Population ages 15-64, male",SP.POP.1564.MA.IN,41379221,41846190
Mexico,MEX,"Population ages 15-64, female",SP.POP.1564.FE.IN,44718784,45203197
Mexico,MEX,"Population ages 80 and above, female",SP.POP.80UP.FE,1064651,1108201
Mexico,MEX,"Population ages 80 and above, male",SP.POP.80UP.MA,829214,862748
Mexico,MEX,"Population, male",SP.POP.TOTL.MA.IN,62401721,62926132
Mexico,MEX,"Population, female",SP.POP.TOTL.FE.IN,66211396,66813627
"Micronesia, Fed. Sts.",FSM,"Population ages 0-14, male",SP.POP.0014.MA.IN,18625,18627
"Micronesia, Fed. Sts.",FSM,"Population ages 0-14, female",SP.POP.0014.FE.IN,17609,17560
"Micronesia, Fed. Sts.",FSM,"Population ages 15-64, male",SP.POP.1564.MA.IN,34504,34647
"Micronesia, Fed. Sts.",FSM,"Population ages 15-64, female",SP.POP.1564.FE.IN,35188,35341
"Micronesia, Fed. Sts.",FSM,"Population ages 80 and above, female",SP.POP.80UP.FE,408,428
"Micronesia, Fed. Sts.",FSM,"Population ages 80 and above, male",SP.POP.80UP.MA,163,168
